frame,valid_eye_gaze,left_eye_intersection,right_eye_intersection,avg_eye_intersection
4861.0,1,"[['parent', [233.49334070442478, 190.09512457224184, 1279.7]]]","[['parent', [341.3, 189.8305546597872, 1202.7636246372138]]]","[['parent', [126.3512167497122, 90.30736105490602, 988.5]]]"
4862.0,1,"[['parent', [232.50909769452613, 188.96193346907816, 1263.0]]]","[['parent', [346.5, 191.05286298957532, 1197.387150652767]]]","[['parent', [127.4372648261284, 85.76656732471031, 972.3]]]"
4863.0,1,"[['parent', [237.32833489822613, 195.1298882139624, 1264.6]]]","[['parent', [350.2, 195.57010078857388, 1202.5507420476647]]]","[['parent', [132.59535546456632, 85.80084584191265, 974.3]]]"
4864.0,1,"[['parent', [239.64101961310325, 194.01385814181782, 1248.5]]]","[['parent', [354.4, 195.49496981053892, 1197.143296348777]]]","[['parent', [135.583625528326, 88.37129487093543, 957.7]]]"
4865.0,1,"[['parent', [242.57956406667222, 193.9244709632645, 1237.2]]]","[['parent', [361.2, 198.4735412047425, 1200.73973366614]]]","[['parent', [141.6390219239608, 88.60209966605834, 945.8]]]"
4866.0,1,"[['parent', [245.70299535535878, 195.4273592147927, 1224.8999999999999]]]","[['parent', [367.9, 204.26664548982427, 1208.6211313744427]]]","[['parent', [147.9139901544056, 87.38730270781981, 932.9]]]"
4867.0,1,"[['parent', [248.32308149241308, 191.49088014961728, 1224.4]]]","[['parent', [374.6, 204.51267947385114, 1219.7137463824254]]]","[['parent', [153.66627913280263, 85.31847646346374, 932.0]]]"
4868.0,1,"[['parent', [251.19473923253156, 183.45389226804133, 1213.5]]]","[['parent', [200.68113662271173, 91.17074499470179, 920.9]]]","[['parent', [159.15904551029834, 83.2230492039528, 920.9]]]"
4869.0,1,"[['parent', [255.2994083523791, 178.71478983145283, 1216.6]]]","[['parent', [206.51901947803518, 87.31131395484108, 923.5]]]","[['parent', [168.2896626356448, 80.54537097497294, 923.5]]]"
4870.0,1,"[['parent', [162.5219213379856, 78.59984519118717, 966.2]]]","[['parent', [220.46249381871206, 85.14879451282988, 966.2]]]","[['parent', [188.269069278669, 81.19436894532592, 966.2]]]"
4871.0,1,"[['parent', [253.36395287313093, 197.5, 1249.644362282943]]]","[['parent', [360.7614989522468, 197.5, 1256.0932805206612]]]","[['parent', [304.9321938194205, 197.5, 1254.6568444082375]]]"
4872.0,1,"[['parent', [226.25981307164253, 186.8, 1189.0915898917258]]]","[['parent', [327.090366777697, 186.8, 1205.2897331496458]]]","[['parent', [275.12124355682647, 186.8, 1198.8647745704839]]]"
4873.0,1,"[['parent', [216.0752517085578, 183.8, 1146.465384877842]]]","[['parent', [310.52474985514516, 183.8, 1151.938773533507]]]","[['parent', [262.1143853133177, 183.8, 1150.9561411769598]]]"
4874.0,1,"[['parent', [211.93139554987826, 184.4, 1131.1827303016312]]]","[['parent', [303.18810183422124, 184.4, 1133.5379714760397]]]","[['parent', [256.6805144393069, 184.4, 1134.1591165303994]]]"
4875.0,1,"[['parent', [209.66826635612532, 184.5, 1121.9370890765076]]]","[['parent', [298.6629544378734, 184.5, 1123.5073692326134]]]","[['parent', [253.4964079664689, 184.5, 1124.5351511283632]]]"
4876.0,1,"[['parent', [211.0333706223551, 185.4, 1124.3855251581465]]]","[['parent', [299.76574087977826, 185.4, 1126.1893686359338]]]","[['parent', [254.58791871485587, 185.4, 1127.0536161676655]]]"
4877.0,1,"[['parent', [211.7690252699606, 187.1, 1129.140921752088]]]","[['parent', [302.78586378813236, 187.1, 1135.0991768711992]]]","[['parent', [256.2841473826603, 187.1, 1133.8468555726063]]]"
4878.0,1,"[['parent', [212.38933330397109, 190.1, 1125.7314889851614]]]","[['parent', [303.780613305183, 190.1, 1132.2366434840205]]]","[['parent', [257.0345845019682, 190.1, 1130.7155931508837]]]"
4879.0,1,"[['parent', [212.79198306595364, 194.2, 1131.3345120320855]]]","[['parent', [305.7466113627887, 194.2, 1140.2238348678447]]]","[['parent', [258.21106867149643, 194.2, 1137.4264907136376]]]"
4880.0,1,"[['parent', [211.87148542225202, 196.4, 1135.9094001340484]]]","[['parent', [305.10656268399276, 196.4, 1148.7807106162254]]]","[['parent', [257.4531779523173, 196.4, 1143.954659075352]]]"
4881.0,1,"[['parent', [208.98166679010728, 195.3, 1127.2634230271817]]]","[['parent', [298.682099190632, 195.3, 1138.1649302565868]]]","[['parent', [253.0848689504956, 195.3, 1134.3154253868358]]]"
4882.0,1,"[['parent', [210.52485107092923, 191.5, 1138.5467746088855]]]","[['parent', [296.7073732148902, 191.5, 1147.5558480364257]]]","[['parent', [253.1417817103565, 191.5, 1144.6446259025593]]]"
4883.0,1,"[['parent', [208.44556069953458, 185.6, 1129.1154541074438]]]","[['parent', [294.841864261977, 185.6, 1141.5611700779762]]]","[['parent', [251.15538110548107, 185.6, 1136.712401634862]]]"
4884.0,1,"[['parent', [210.84121579081324, 179.5, 1128.2302246453496]]]","[['parent', [294.958527964229, 179.5, 1138.321660309788]]]","[['parent', [252.52779330356572, 179.5, 1134.5633079841446]]]"
4885.0,1,"[['parent', [213.24754911234356, 175.4, 1131.8736291856262]]]","[['parent', [297.5577739818409, 175.4, 1145.0681533651566]]]","[['parent', [255.2545521988825, 175.4, 1139.6553637754444]]]"
4886.0,1,"[['parent', [216.66721228980694, 174.8, 1137.0447760847]]]","[['parent', [303.7494461901878, 174.8, 1158.2866648603397]]]","[['parent', [260.14001243276596, 174.8, 1148.8372608799916]]]"
4887.0,1,"[['parent', [220.5457861185672, 176.6, 1149.7691394124793]]]","[['parent', [309.28292016951633, 176.6, 1175.398994863702]]]","[['parent', [264.9123876732129, 176.6, 1163.7554598826923]]]"
4888.0,1,"[['parent', [221.069996005867, 177.5, 1162.0483473016106]]]","[['parent', [309.4520278387042, 177.5, 1184.635250885777]]]","[['parent', [265.3907466987051, 177.5, 1174.6604401016118]]]"
4889.0,1,"[['parent', [217.81318854434556, 175.8, 1161.2832911443538]]]","[['parent', [305.27578869935854, 175.8, 1179.6788640509799]]]","[['parent', [261.74725527106216, 175.8, 1171.7036893299698]]]"
4890.0,1,"[['parent', [221.16140253195692, 174.8, 1182.2727118232783]]]","[['parent', [305.16440899731754, 174.8, 1194.4121500701378]]]","[['parent', [263.4604649665121, 174.8, 1189.5812616277408]]]"
4891.0,0,[],[],[]
4892.0,1,"[['parent', [187.75713957072855, 176.8, 1016.3549817111044]]]","[['parent', [281.2709593437362, 176.8, 1042.6908306452933]]]","[['parent', [234.06984530518244, 176.8, 1030.6117117618178]]]"
4893.0,0,[],[],[]
4894.0,0,[],[],[]
4895.0,0,[],[],[]
4896.0,0,[],[],[]
4897.0,0,[],[],[]
4898.0,0,[],[],[]
4907.0,1,"[['parent', [-121.36808546890661, 223.3, 743.5509645069556]]]","[['parent', [88.0, 140.83023395447685, 859.5678494394565]]]","[['parent', [88.0, 105.31343999382158, 718.3904837846281]]]"
4908.0,1,"[['parent', [-118.66796841789908, 222.1, 746.8620425736923]]]","[['parent', [89.6, 124.19112253527024, 814.277249801147]]]","[['parent', [89.6, 95.18891473733645, 693.9261022759912]]]"
4909.0,1,"[['parent', [-119.95621857923499, 223.8, 751.2865027322405]]]","[['parent', [89.6, 131.16063101472136, 863.9767135714793]]]","[['parent', [89.6, 97.97230985600108, 720.0811464146025]]]"
4910.0,1,"[['parent', [-117.14961210194483, 226.4, 775.1279310324375]]]","[['parent', [88.2, 125.84656840532801, 822.6681578488734]]]","[['parent', [88.2, 98.19902954622518, 716.695262704565]]]"
4911.0,1,"[['parent', [12.182685798437925, 123.76431451768349, 648.1]]]",[],"[['parent', [86.4, 112.59858932233021, 770.1505091611235]]]"
4912.0,1,"[['parent', [9.83905225049682, 128.88957665601987, 670.3]]]","[['parent', [86.4, 148.11843502724852, 944.9588652789444]]]","[['parent', [86.4, 107.22979950326533, 774.2296937656099]]]"
4913.0,1,"[['parent', [7.307718299605498, 126.43616925868864, 650.5]]]",[],"[['parent', [85.5, 137.38975386230703, 896.7456380445077]]]"
4914.0,1,"[['parent', [7.322913372544756, 132.02787962652292, 676.3]]]","[['parent', [85.2, 147.54580210266948, 938.108172959654]]]","[['parent', [85.2, 109.44571593331861, 774.269819135628]]]"
4915.0,1,"[['parent', [-119.43360964515844, 238.3, 820.0530880251918]]]","[['parent', [84.1, 145.6562185005107, 905.602521342108]]]","[['parent', [84.1, 110.93506527001776, 775.9874401047315]]]"
4961.0,0,[],[],[]
4962.0,0,[],[],[]
4963.0,0,[],[],[]
4963.0,1,[],[],[]
4964.0,0,[],[],[]
4964.0,1,[],[],[]
4965.0,0,[],[],[]
4965.0,1,[],[],[]
4966.0,0,[],[],[]
4969.0,0,[],[],[]
4970.0,0,[],[],[]
4971.0,0,[],[],[]
4972.0,0,[],[],[]
4973.0,0,[],[],[]
4974.0,0,[],[],[]
4985.0,0,[],[],[]
4986.0,0,[],[],[]
4987.0,0,[],[],[]
4988.0,0,[],[],[]
4989.0,0,[],[],[]
4990.0,0,[],[],[]
5080.0,1,"[['parent', [9.585925905500645, 123.71659538267662, 646.2]]]",[],"[['parent', [83.1, 121.26630883298233, 776.6597248264892]]]"
5081.0,1,"[['parent', [12.107036713823918, 126.16426639953784, 659.1]]]",[],"[['parent', [87.3, 128.12590529688723, 810.4614034048252]]]"
5082.0,1,"[['parent', [12.742177783103008, 125.49130660802139, 656.3]]]","[['parent', [91.6, 164.03539012745549, 948.4395228869953]]]","[['parent', [91.6, 116.25045408564742, 771.3826925708677]]]"
5083.0,1,"[['parent', [13.02927716606957, 129.65253781803136, 685.7]]]","[['parent', [96.2, 150.9519845210713, 934.9602375146843]]]","[['parent', [96.2, 108.84222368891301, 778.3035131406524]]]"
5084.0,1,"[['parent', [15.150077677781177, 125.76035017017638, 675.1]]]","[['parent', [102.6, 84.30434267441036, 720.3079478833322]]]","[['parent', [-102.21986889054924, 263.7, 881.2260530042396]]]"
5085.0,1,"[['parent', [17.627590644160136, 139.40056543789268, 751.9]]]","[['parent', [107.6, 129.59443156176798, 922.353748966515]]]","[['parent', [107.6, 93.41446431846403, 803.2330964242]]]"
5086.0,1,"[['parent', [-108.12996399609676, 262.3, 856.886044281436]]]",[],"[['parent', [112.4, 109.37824419826971, 885.7781619857251]]]"
5087.0,1,"[['parent', [-105.28911225076118, 261.8, 835.1091905475824]]]",[],"[['parent', [117.3, 108.70391831000924, 895.1211680103169]]]"
5088.0,1,"[['parent', [-97.06478854243127, 263.9, 860.7531813046953]]]",[],"[['parent', [122.0, 108.41773450885772, 912.9360494686617]]]"
5089.0,1,"[['parent', [-90.82228258064518, 262.5, 871.2599648387096]]]",[],"[['parent', [124.6, 101.11609513915727, 897.8815643509718]]]"
5090.0,1,"[['parent', [-96.62648214247125, 259.8, 852.474324742191]]]",[],"[['parent', [125.9, 97.07344923769374, 885.0968958339937]]]"
5091.0,1,"[['parent', [-101.43577028341477, 257.9, 837.4261406936729]]]",[],"[['parent', [126.9, 89.28662242475556, 839.6619692879792]]]"
5092.0,1,"[['parent', [22.568773931983774, 133.07053327598197, 720.5]]]",[],"[['parent', [127.8, 88.21159421349081, 835.2892887537599]]]"
5093.0,1,"[['parent', [-83.03248756007247, 255.0, 887.7455401980243]]]",[],"[['parent', [128.6, 95.76021767778796, 895.6358186557665]]]"
5094.0,1,"[['parent', [-77.28296047894868, 254.6, 884.6538762153713]]]",[],"[['parent', [128.9, 100.51659243513178, 921.5064829773593]]]"
5095.0,1,"[['parent', [-70.09374398179219, 254.9, 922.9735743534378]]]","[['parent', [128.6, 166.24354913925464, 1119.5437523921814]]]","[['parent', [128.6, 106.75946640845076, 930.6934617037019]]]"
5096.0,1,"[['parent', [-64.84294392995238, 254.8, 947.413161135017]]]",[],"[['parent', [128.5, 111.7999851590999, 965.279527554018]]]"
5097.0,1,"[['parent', [-67.45095900120477, 255.6, 947.5851633502265]]]",[],"[['parent', [128.4, 115.61096366221285, 978.3249268370471]]]"
5098.0,1,"[['parent', [-64.53355841475043, 259.3, 1066.9382610711193]]]","[['parent', [127.5, 146.16197226256642, 1014.721533630455]]]","[['parent', [-20.20357160094514, 259.3, 1147.1715327434656]]]"
5099.0,1,"[['parent', [-60.39590331073508, 263.1, 1100.225225202597]]]","[['parent', [127.3, 152.6342933242071, 1018.069329147168]]]","[['parent', [-20.906153862074127, 263.1, 1170.689762241984]]]"
5100.0,1,"[['parent', [-64.62881664589894, 266.1, 1110.4850276463287]]]","[['parent', [128.1, 154.88094934046083, 1002.3640636523376]]]","[['parent', [-26.993322120985887, 266.1, 1177.7476822440572]]]"
5101.0,1,"[['parent', [-68.06149727146209, 268.4, 1107.2735296483245]]]","[['parent', [130.0, 155.4432906143988, 993.9899170750094]]]","[['parent', [-30.027382202990175, 268.4, 1177.4583342919832]]]"
5102.0,1,"[['parent', [-62.28653677057399, 270.8, 1115.4596105506625]]]","[['parent', [132.2, 160.10423373005386, 1021.8008250124104]]]","[['parent', [-24.24243057668074, 270.8, 1190.6274699056974]]]"
5103.0,1,"[['parent', [-56.516403928156095, 272.2, 1120.9084359367212]]]","[['parent', [134.2, 159.07568711089732, 1042.470096442453]]]","[['parent', [-17.532895569923845, 272.2, 1202.338889954785]]]"
5104.0,1,"[['parent', [-47.63293811425648, 274.8, 1140.760571237422]]]","[['parent', [138.0, 149.3751443179255, 1036.7999644948666]]]","[['parent', [-11.208869516292879, 274.8, 1221.031897858398]]]"
5105.0,1,"[['parent', [-43.11822509651992, 276.7, 1153.6036427143495]]]","[['parent', [139.5, 135.31160891923662, 1004.7907815722571]]]","[['parent', [-9.730844420309516, 276.7, 1228.3326718858418]]]"
5106.0,1,"[['parent', [-39.42740077909485, 274.2, 1146.7955985001565]]]","[['parent', [139.1, 133.8016946140825, 1022.0130269560855]]]","[['parent', [-4.032222805078597, 274.2, 1226.724736201435]]]"
5107.0,1,"[['parent', [-39.261806303623274, 272.8, 1140.9544508091803]]]","[['parent', [139.0, 131.38185401369202, 1024.20653135042]]]","[['parent', [-3.663890733541905, 272.8, 1222.88335326294]]]"
5108.0,1,"[['parent', [-39.004443393699994, 271.7, 1139.9136129406152]]]","[['parent', [137.9, 130.736531310884, 1026.3635058725195]]]","[['parent', [-4.080540573629783, 271.7, 1221.241341187822]]]"
5109.0,1,"[['parent', [-38.205779481075524, 271.4, 1140.7345460818012]]]","[['parent', [137.3, 129.82298326624652, 1027.8573569898574]]]","[['parent', [-3.3625994282873464, 271.4, 1222.9988907531692]]]"
5110.0,1,"[['parent', [-37.21991902909832, 271.5, 1142.7112800519415]]]","[['parent', [137.5, 131.65788175972614, 1034.6507614377574]]]","[['parent', [-2.4073213034052188, 271.5, 1224.5879234518397]]]"
5111.0,1,"[['parent', [-38.28917792316337, 271.6, 1134.6216652042426]]]","[['parent', [137.9, 128.4263521614963, 1019.0801944583724]]]","[['parent', [-3.700378677679062, 271.6, 1216.8089477947092]]]"
5112.0,1,"[['parent', [-34.94789182627463, 272.5, 1139.9237671971946]]]","[['parent', [138.7, 127.87094001051132, 1015.7271604474811]]]","[['parent', [-1.7655292519397534, 272.5, 1218.3099367896016]]]"
5113.0,1,"[['parent', [-35.94321291930258, 274.7, 1142.4358360042286]]]","[['parent', [139.9, 126.5964521235338, 1004.9927043198835]]]","[['parent', [-3.0151764205856466, 274.7, 1219.9983222615544]]]"
5114.0,1,"[['parent', [-36.01754305214706, 275.0, 1144.2950301760004]]]","[['parent', [139.7, 130.5195402208202, 1016.8791405362778]]]","[['parent', [-2.2456578681508432, 275.0, 1224.2880358553298]]]"
5115.0,1,"[['parent', [-44.927270431400345, 276.6, 1133.9878227515856]]]","[['parent', [22.82826716727972, 276.6, 1278.5345339629114]]]","[['parent', [-12.198594844592627, 276.6, 1208.7467633749097]]]"
5116.0,1,"[['parent', [-62.510304328239755, 277.5, 1138.2001705410837]]]","[['parent', [-0.49906611467031325, 277.5, 1250.1977462659202]]]","[['parent', [-32.93800243253359, 277.5, 1196.3670459542793]]]"
5117.0,1,"[['parent', [-77.67651255316227, 276.7, 1136.4257422397018]]]","[['parent', [-14.669304197962006, 276.7, 1242.3571295108682]]]","[['parent', [-47.583637199661666, 276.7, 1191.6643991757344]]]"
5118.0,1,"[['parent', [-74.18725722707683, 272.7, 1129.5991834001675]]]","[['parent', [-2.509722507877214, 272.7, 1241.1649358715952]]]","[['parent', [-39.422237198584355, 272.7, 1188.2684017696486]]]"
5119.0,1,"[['parent', [-79.30903625103828, 272.3, 1121.2042528509287]]]","[['parent', [-7.23264977716795, 272.3, 1233.2533536364297]]]","[['parent', [-44.38525604075981, 272.3, 1180.1360920408392]]]"
5120.0,1,"[['parent', [-82.18836836575167, 274.3, 1126.6100940063347]]]","[['parent', [97.81570948019188, 153.38242175602875, 945.1]]]","[['parent', [-46.02699405355787, 274.3, 1187.622703613539]]]"
5121.0,1,"[['parent', [-85.42271293945676, 276.0, 1129.7738907210796]]]","[['parent', [97.32200395841394, 153.85150693741497, 939.4]]]","[['parent', [-49.446555697881166, 276.0, 1191.5111553901868]]]"
5122.0,1,"[['parent', [-80.44788477317867, 276.7, 1132.1679731653762]]]","[['parent', [104.13519562684402, 153.6854800500594, 948.0]]]","[['parent', [-43.850720258571506, 276.7, 1195.9853162069912]]]"
5123.0,1,"[['parent', [-77.34752719577148, 279.4, 1137.421119067617]]]","[['parent', [108.40325037652644, 152.93457148560134, 952.1]]]","[['parent', [-40.2991654798557, 279.4, 1204.2365797996563]]]"
5124.0,1,"[['parent', [-77.23179286982585, 282.2, 1139.1355487413266]]]","[['parent', [105.29667475774937, 154.4913529529806, 950.1]]]","[['parent', [-41.45627681885242, 282.2, 1204.4222992596906]]]"
5125.0,1,"[['parent', [-82.57813546273252, 284.0, 1139.385512608352]]]","[['parent', [102.8978966934064, 155.71022304832712, 941.6]]]","[['parent', [-47.472952871440164, 284.0, 1204.877284231908]]]"
5126.0,1,"[['parent', [-81.14692468080592, 285.4, 1138.4259925433037]]]","[['parent', [101.1345042843395, 156.27121299336056, 942.0]]]","[['parent', [-46.64202598021053, 285.4, 1203.9775564635568]]]"
5127.0,1,"[['parent', [-81.77154797564982, 286.0, 1143.4285368278654]]]","[['parent', [97.41911379271758, 160.09464654444602, 947.1]]]","[['parent', [-48.83925309068858, 286.0, 1206.8144368771195]]]"
5128.0,1,"[['parent', [-79.66636054072083, 285.1, 1139.31608621844]]]","[['parent', [96.79402127334384, 158.47959615743852, 946.2]]]","[['parent', [-46.846673491270415, 285.1, 1202.1983540388985]]]"
5129.0,1,"[['parent', [-80.25103127841655, 282.6, 1130.2172385057113]]]","[['parent', [100.12371755488095, 153.40021106755748, 938.6]]]","[['parent', [-45.778243049177725, 282.6, 1195.3926600682962]]]"
5130.0,1,"[['parent', [-78.86123144350364, 280.0, 1123.3857632611584]]]","[['parent', [101.25292000805001, 150.3146031101727, 936.1]]]","[['parent', [-44.03615177618015, 280.0, 1188.453287350774]]]"
5131.0,1,"[['parent', [-75.27613545836081, 278.9, 1122.5259507490382]]]","[['parent', [104.85666604708024, 148.3879499366539, 942.0]]]","[['parent', [-39.72605376307031, 278.9, 1188.909112959113]]]"
5132.0,1,"[['parent', [-73.96342018140864, 278.4, 1125.722665747726]]]","[['parent', [104.19136204742367, 151.02063963213556, 943.8]]]","[['parent', [-39.229002999574554, 278.4, 1190.25820057023]]]"
5133.0,1,"[['parent', [-70.5889106578213, 275.5, 1126.2738711637423]]]","[['parent', [1.4871223463472703, 275.5, 1243.2873651579714]]]","[['parent', [-35.70590155195938, 275.5, 1187.575137765531]]]"
5134.0,1,"[['parent', [-69.11618820209476, 273.2, 1128.38113637597]]]","[['parent', [2.9498272571595123, 273.2, 1240.164042536393]]]","[['parent', [-34.2430047939937, 273.2, 1187.0693586237746]]]"
5135.0,1,"[['parent', [-70.75180206904224, 272.3, 1126.3370584745448]]]","[['parent', [2.717966751048884, 272.3, 1240.7604336666025]]]","[['parent', [-35.04497021474217, 272.3, 1186.3569511307694]]]"
5136.0,1,"[['parent', [-72.09485551702011, 271.3, 1123.2808909929413]]]","[['parent', [2.1309849588777183, 271.3, 1237.1050742176888]]]","[['parent', [-36.03381646964697, 271.3, 1183.1042835558903]]]"
5137.0,1,"[['parent', [-68.70726283132718, 271.4, 1125.3185569187522]]]","[['parent', [5.687639665182331, 271.4, 1238.2975251194425]]]","[['parent', [-32.515992152184076, 271.4, 1184.796448146699]]]"
5138.0,1,"[['parent', [-70.24788408371593, 272.6, 1123.514815667338]]]","[['parent', [5.393513385056622, 272.6, 1237.8408459894283]]]","[['parent', [-33.444076631402915, 272.6, 1183.7086856110752]]]"
5139.0,1,"[['parent', [-71.49472214903201, 275.2, 1123.8118800265993]]]","[['parent', [109.7220363308881, 153.7014960984479, 945.6]]]","[['parent', [-35.00458079151949, 275.2, 1185.0091330506855]]]"
5140.0,1,"[['parent', [-73.12873460969037, 278.8, 1126.6120539815506]]]","[['parent', [105.32624604322746, 156.1896129052007, 939.2]]]","[['parent', [-38.00781489611746, 278.8, 1187.2868599747223]]]"
5141.0,1,"[['parent', [-83.12577046301595, 284.3, 1137.0460564518426]]]","[['parent', [102.72107787578545, 155.41823982333855, 931.2]]]","[['parent', [-47.51234109658159, 284.3, 1202.381038102212]]]"
5142.0,1,"[['parent', [-69.41854104883681, 284.5, 1130.1023604016204]]]","[['parent', [97.05520357638292, 155.87883062134418, 947.5]]]","[['parent', [-31.739128815282896, 284.5, 1193.376517849765]]]"
5143.0,1,"[['parent', [-60.2531069770675, 283.2, 1104.8698132511931]]]","[['parent', [17.388422547920676, 283.2, 1218.8304544503899]]]","[['parent', [-21.975635419277, 283.2, 1164.1477182850997]]]"
5144.0,1,"[['parent', [-58.4674279062957, 281.8, 1098.6565050389727]]]","[['parent', [16.088892436905283, 281.8, 1205.5553443847666]]]","[['parent', [-21.811057003392076, 281.8, 1154.1550388571743]]]"
5145.0,1,"[['parent', [-60.18791382345651, 280.5, 1094.826269990742]]]","[['parent', [14.496402922252933, 280.5, 1205.1377508515593]]]","[['parent', [-23.518059991453715, 280.5, 1152.1275567476803]]]"
5146.0,1,"[['parent', [-59.215517667666816, 279.7, 1095.5663046666778]]]","[['parent', [14.316122598834198, 279.7, 1202.955782288258]]]","[['parent', [-23.14759165305751, 279.7, 1151.2647621121396]]]"
5147.0,1,"[['parent', [-61.008263561277495, 279.2, 1090.4828383796257]]]","[['parent', [11.330785262416661, 279.2, 1192.9952360671004]]]","[['parent', [-25.604423738223748, 279.2, 1143.6794444492891]]]"
5148.0,1,"[['parent', [-60.983486244277586, 278.2, 1089.3216049073455]]]","[['parent', [11.54960507833971, 278.2, 1189.7978370914223]]]","[['parent', [-25.481777307351315, 278.2, 1141.5156899346832]]]"
5149.0,1,"[['parent', [-59.77758193641079, 277.3, 1090.0583919161888]]]","[['parent', [11.42562102713702, 277.3, 1186.4929102965802]]]","[['parent', [-24.999257403643384, 277.3, 1140.1238241399346]]]"
5150.0,1,"[['parent', [-56.025723331272346, 278.7, 1103.0748987366826]]]","[['parent', [13.90464421673012, 278.7, 1199.3566067527597]]]","[['parent', [-22.07898129295482, 278.7, 1152.8963876992207]]]"
5151.0,1,"[['parent', [-55.45073515769942, 278.9, 1094.8283751109138]]]","[['parent', [14.41135951380599, 278.9, 1196.3649935659912]]]","[['parent', [-21.64213749678501, 278.9, 1147.0108882994314]]]"
5152.0,1,"[['parent', [-58.52009893027282, 280.0, 1087.9534246041353]]]","[['parent', [12.324108368015779, 280.0, 1192.6989117837177]]]","[['parent', [-24.29584341876732, 280.0, 1141.4881204269939]]]"
5153.0,1,"[['parent', [-60.76872035838975, 280.3, 1088.6971731758288]]]","[['parent', [12.601579260064383, 280.3, 1196.9658246095603]]]","[['parent', [-25.27761940408493, 280.3, 1144.1402805928506]]]"
5154.0,1,"[['parent', [-66.91646735248816, 280.1, 1079.4597859712076]]]","[['parent', [8.296070511467772, 280.1, 1188.2745905720728]]]","[['parent', [-30.531069211545507, 280.1, 1135.1058795055067]]]"
5155.0,1,"[['parent', [-72.20482840330332, 281.9, 1086.456753082322]]]","[['parent', [47.746113092420416, 142.87700891644613, 891.5]]]","[['parent', [-34.973101804562475, 281.9, 1142.1876862187196]]]"
5197.0,1,"[['parent', [-77.37522443631048, 280.9, 1060.8379542538423]]]","[['parent', [3.2315509537373437, 280.9, 1136.7286526182215]]]","[['parent', [-37.5157718689411, 280.9, 1100.522110073806]]]"
5198.0,1,"[['parent', [-77.49007276616707, 280.9, 1061.4653419546644]]]","[['parent', [3.5307587544693284, 280.9, 1139.2942032267003]]]","[['parent', [-37.30665220948223, 280.9, 1102.1996891614651]]]"
5199.0,1,"[['parent', [-82.24104997323177, 278.3, 1062.504773632845]]]","[['parent', [-3.342013381238587, 278.3, 1133.3054390909583]]]","[['parent', [-43.1536322278579, 278.3, 1099.8092567456983]]]"
5200.0,1,"[['parent', [-88.24532997481111, 280.8, 1091.8365034424853]]]","[['parent', [-5.731931067588789, 280.8, 1156.5634518680274]]]","[['parent', [-47.12019232240161, 280.8, 1126.511250065015]]]"
5201.0,1,[],[],[]
5201.0,1,[],[],[]
5202.0,0,[],[],[]
5202.0,1,[],[],[]
5203.0,1,[],[],[]
5203.0,1,[],[],[]
5204.0,0,[],[],[]
5204.0,1,[],[],[]
5205.0,0,[],[],[]
5205.0,1,[],[],[]
5206.0,0,[],[],[]
5206.0,1,[],[],[]
5207.0,0,[],[],[]
5207.0,1,[],[],[]
5208.0,0,[],[],[]
5208.0,1,[],[],[]
5209.0,0,[],[],[]
5209.0,1,[],[],[]
5210.0,1,"[['parent', [-81.8953614310528, 278.6, 1073.5960488372484]]]","[['parent', [1.0872826214757296, 278.6, 1153.9665618088202]]]","[['parent', [-40.2201638057232, 278.6, 1116.0484593672525]]]"
5211.0,1,"[['parent', [-90.5797358226011, 279.2, 1071.2466180276097]]]","[['parent', [-6.413065263375593, 279.2, 1150.3888038681919]]]","[['parent', [-48.2224403262196, 279.2, 1113.1516874650679]]]"
5241.0,0,[],[],[]
5242.0,0,[],[],[]
5243.0,0,[],[],[]
5244.0,0,[],[],[]
5245.0,0,[],[],[]
5246.0,0,[],[],[]
5249.0,1,"[['parent', [208.09323473484042, 83.27566279315438, 1106.1]]]","[['parent', [258.80810130989687, 83.38703550288753, 1106.1]]]","[['parent', [231.97485784232407, 82.6594113955547, 1106.1]]]"
5250.0,1,"[['parent', [249.40377902050497, 182.6, 1380.3567891035418]]]","[['parent', [254.58422366464157, 80.08176245813674, 1087.2]]]","[['parent', [227.0271144726083, 78.78385736349595, 1087.2]]]"
5251.0,1,"[['parent', [234.04458025520483, 179.6, 1341.4536501007387]]]","[['parent', [347.11771022979656, 179.6, 1363.1497494322339]]]","[['parent', [287.81750758947607, 179.6, 1353.351733369373]]]"
5252.0,1,"[['parent', [220.55622819847702, 176.0, 1304.6959672401392]]]","[['parent', [332.27111375277053, 176.0, 1323.4650333952814]]]","[['parent', [273.9195563224313, 176.0, 1315.1676969947466]]]"
5253.0,1,"[['parent', [208.15388475556784, 170.5, 1252.7209505991293]]]","[['parent', [311.8566515065378, 170.5, 1262.9870665150654]]]","[['parent', [258.26869164941843, 170.5, 1259.143854883025]]]"
5254.0,1,"[['parent', [200.22227695436098, 164.8, 1216.8344518848987]]]","[['parent', [295.5659298467702, 164.8, 1222.298528910559]]]","[['parent', [246.7557227459988, 164.8, 1220.86573440189]]]"
5255.0,1,"[['parent', [193.8119328720941, 158.6, 1176.8066376474094]]]","[['parent', [282.16914858858473, 158.6, 1184.8339443920925]]]","[['parent', [237.3577120111173, 158.6, 1182.2866369107205]]]"
5256.0,1,"[['parent', [191.6094221189529, 156.1, 1163.2793956329704]]]","[['parent', [280.60467545070173, 156.1, 1174.8099981242692]]]","[['parent', [235.423740307794, 156.1, 1170.3866748958314]]]"
